nnkd,mob,MOB_term,Credit_TermApr,bad,maxdelay_one,delays_one,MA_AGE,MA_Gender,MA_Education,MA_Marital_Status,MANUMBEROFCHILD,MA_Residential_Status,MA_MONTH_AT_CURR_ADDRESS,MA_Real_Estate_Owner,MA_REG_Same_Fact_Addr,MA_MONTH_AT_CURR_PASSP,MA_Exp_IND,MA_MONTH_AT_CURR_JOB,MA_Time_Previous_Job,MA_Proposed_Amount,TOT_INCOME,PARTWH_INCOME,PAYMD2TOTPAYM,PTI,ratio_curr_cap_share,larger_diff_term,ratio_inst_amount,freq_nnkd,age_range,EQ_PP,diff_white_pti,ratio_time_job,ratio_amount_income
1-RUR-4500-3718861,4,0.0655737704,61,0,7,0,29,1,2,2,0,2,8,1,0,67,0,10,14,150000,54700.0,1.0,0.29992929737283525,0.07888829981718462,0.027220451680284103,1,70.74081967213114,8,2,0,50384.81,1.4,4.376
1-RUR-0000-3633947,5,0.294117647,17,0,1,0,26,0,0,2,0,1,94,1,0,31,0,41,24,45000,16133.0,1.0,0.7164710368098254,0.19516766875348665,0.25856769961513004,1,185.21411764705883,6,1,0,12984.36,0.5853658536585366,4.302133333333333
1-RUR-4500-3749463,6,0.25,24,0,0,0,25,1,2,5,0,2,24,1,0,49,0,8,18,150000,35000.0,0.0,0.6413022192148979,0.2265902857142857,0.20587085460790988,1,330.44416666666666,1,1,0,-7930.659999999999,2.25,2.8
1-RUR-4520-3847247,5,0.41666666659999996,12,1,1,0,29,1,2,2,0,2,6,1,0,76,0,10,36,70000,73031.0,1.0,0.7995617306975009,0.09063507277731374,0.4414043396015385,1,551.5975,2,2,0,66411.83,3.6,12.5196
1-RUR-4520-4607974,4,0.1081081081,37,0,0,0,29,0,2,2,0,2,15,1,0,80,0,15,18,120000,55000.0,1.0,0.4865714605306568,0.08559890909090909,0.060753695524318,1,127.2416216216216,1,2,0,50292.06,1.2,5.5
1-RUR-4500-3392553,3,0.081081081,37,0,0,0,35,0,0,2,0,2,5,1,0,18,0,22,12,100000,35000.0,0.0,0.4866956597107153,0.112094,0.03969990091659943,1,106.03486486486486,3,2,0,-3923.29,0.5454545454545454,4.2
1-RUR-2280-4758833,4,0.0655737704,61,1,7,0,28,0,0,2,0,1,15,1,0,68,0,18,24,150000,23768.0,1.0,0.2993113539851711,0.18155461124200606,0.027173814759691578,1,70.74081967213114,5,2,0,19452.81,1.3333333333333333,1.90144
1-RUR-9990-4813958,5,0.41666666659999996,12,0,0,0,47,1,0,3,0,2,5,1,0,0,0,18,12,50000,16000.0,1.0,0.7695930616581947,0.3046475,0.42885230010927855,1,406.19666666666666,2,3,0,11125.64,0.6666666666666666,3.84
1-RUR-4520-4715706,7,0.2916666666,24,0,4,0,27,1,2,5,1,4,4,1,0,8,0,11,18,120000,50000.0,0.0,0.649281677620918,0.1268906,0.26212096265172125,1,264.35541666666666,2,2,0,-6344.53,1.6363636363636365,5.0
1-RUR-4500-4113656,3,0.0491803278,61,0,0,0,27,0,2,4,0,4,10,1,0,56,0,5,12,490000,46500.0,1.0,0.3071624113475177,0.3031462365591397,0.017995628101112382,1,231.08688524590164,7,2,0,32403.700000000004,2.4,1.1387755102040817
1-RUR-4500-3478783,6,0.09836065570000001,61,0,0,0,29,1,0,3,1,4,14,1,0,79,0,9,6,200000,25000.0,0.0,0.31058489579442744,0.2301436,0.04678758413620633,1,94.3211475409836,7,2,0,-5753.59,0.6666666666666666,1.5
1-RUR-9990-4813958,6,0.5,12,0,2,0,47,1,0,3,0,2,5,1,0,0,0,18,12,50000,16000.0,1.0,0.750344,0.3046475,0.42885230010927855,1,406.19666666666666,2,3,0,11125.64,0.6666666666666666,3.84
1-RUR-6570-4221359,6,0.6,10,0,4,0,23,1,0,1,1,1,45,1,0,38,0,5,16,113000,18000.0,1.0,0.3087611702172629,0.1805988888888889,0.05610812749223637,0,325.07800000000003,5,1,0,14749.22,3.2,1.9115044247787611
1-RUR-0000-3891282,5,0.08196721309999999,61,1,20,0,26,1,2,3,1,4,10,1,0,63,0,6,48,300000,39550.0,1.0,0.3017471046136321,0.21821466498103664,0.027209090979436988,1,141.48180327868852,4,1,0,30919.61,8.0,1.582
1-RUR-4520-4531657,8,0.1311475409,61,0,29,0,37,1,2,5,2,2,156,1,0,23,0,142,25,420000,42522.0,1.0,0.3226546003868562,0.28414820563473026,0.06984105820836838,1,198.0745901639344,5,2,0,30439.45,0.176056338028169,1.2149142857142856
1-RUR-0000-4766393,5,0.08196721309999999,61,0,34,1,38,0,0,3,1,4,129,1,0,66,0,7,11,250000,21100.0,1.0,0.23711826741996234,0.34085260663507105,0.02583247228375051,1,117.90147540983607,7,2,1,13908.010000000002,1.5714285714285714,1.0128
1-RUR-0000-3727028,10,0.2702702702,37,0,27,0,42,0,2,5,2,4,73,1,0,62,0,123,60,350000,42000.0,1.0,0.5016492924066683,0.32694047619047617,0.20253966757474445,1,371.1216216216216,10,3,0,28268.5,0.4878048780487805,1.44
1-RUR-0000-4766393,4,0.0655737704,61,0,34,1,38,0,0,3,1,4,129,1,0,66,0,7,11,250000,21100.0,1.0,0.27561462311812984,0.34085260663507105,0.02583247228375051,1,117.90147540983607,7,2,1,13908.010000000002,1.5714285714285714,1.0128
