nnkd,mob,MOB_term,Credit_TermApr,bad,maxdelay_one,delays_one,MA_AGE,MA_Gender,MA_Education,MA_Marital_Status,MANUMBEROFCHILD,MA_Residential_Status,MA_MONTH_AT_CURR_ADDRESS,MA_Real_Estate_Owner,MA_REG_Same_Fact_Addr,MA_MONTH_AT_CURR_PASSP,MA_Exp_IND,MA_MONTH_AT_CURR_JOB,MA_Time_Previous_Job,MA_Proposed_Amount,TOT_INCOME,PARTWH_INCOME,PAYMD2TOTPAYM,PTI,ratio_curr_cap_share,larger_diff_term,ratio_inst_amount,freq_nnkd,age_range,EQ_PP,diff_white_pti,ratio_time_job,ratio_amount_income
1-RUR-0000-3128000,9,0.14754098359999998,61,0,0,0,28,0,3,5,0,4,30,0,0,58,0,8,30,150000,15000.0,1.0,0.5114744434910603,0.3000986666666666,0.10835148009687816,1,73.79475409836064,2,2,0,10498.52,3.75,1.2
1-RUR-0000-3617598,5,0.2777777777,18,0,0,0,27,0,3,2,0,4,113,0,1,44,0,118,0,150000,37000.0,1.0,0.7159137541436169,0.27041405405405405,0.16725358768364235,1,555.8511111111111,5,2,0,26994.68,0.0,2.96
1-RUR-0000-3117261,19,0.5135135135,37,1,11,0,32,1,0,5,2,4,94,0,0,50,0,18,36,250000,49382.0,0.0,0.6795388953518088,0.2072378599489693,0.7471619101930823,1,276.5897297297297,6,2,0,-10233.820000000002,2.0,2.370336
1-RUR-0000-4711411,7,0.1147540983,61,0,9,0,30,1,0,5,1,4,30,0,0,41,0,8,60,200000,16400.0,1.0,0.3198054011678341,0.3508286585365853,0.05901319244504224,1,94.3211475409836,4,2,1,10646.41,7.5,0.984
1-RUR-4510-3672418,12,0.3243243243,37,0,0,0,23,0,0,5,0,4,3,0,0,34,0,13,0,270000,43000.0,1.0,0.5699890248023606,0.23980046511627906,0.3150470360632213,1,278.68702702702706,1,1,0,32688.58,0.0,1.9111111111111112
1-RUR-4510-3673995,7,0.1147540983,61,0,0,0,28,1,4,2,0,4,31,0,0,61,0,11,3,180000,30200.0,1.0,0.3460901863154513,0.1646158940397351,0.050291639731062314,1,81.4983606557377,1,2,0,25228.6,0.2727272727272727,2.013333333333333
1-RUR-4500-3200936,12,0.5,24,0,8,0,30,1,0,2,0,3,152,0,1,10,0,44,27,400000,70000.0,0.0,0.7764735854207536,0.3103274285714285,0.8807695544786059,1,905.1216666666666,15,2,0,-21722.919999999995,0.6136363636363636,2.1
1-RUR-0000-4008297,3,0.0491803278,61,0,0,0,25,0,0,2,0,4,93,0,1,44,0,11,7,300000,30000.0,0.0,0.2967155398049707,0.2876796666666667,0.017376933644735023,1,141.48180327868852,2,1,0,-8630.390000000001,0.6363636363636364,1.2
1-RUR-0000-3929662,3,0.0491803278,61,0,0,0,29,0,0,5,0,4,157,0,1,55,0,5,3,150000,13000.0,1.0,0.3286449147205648,0.31868,0.018497337444260187,1,67.91540983606558,7,2,0,8857.16,0.6,1.04
1-RUR-0000-3386057,11,0.2244897959,49,0,4,0,30,0,2,5,0,4,16,0,1,16,0,4,9,250000,32869.0,1.0,0.4215409264744277,0.2479679941586297,0.1600235828154292,1,166.33591836734695,3,2,0,24718.54,2.25,1.577712
1-RUR-0000-3803899,9,0.14754098359999998,61,1,0,0,24,0,2,2,0,4,97,0,1,51,0,10,6,400000,38000.0,1.0,0.3237044536523529,0.30282078947368424,0.08051229356913929,1,188.64245901639345,2,1,0,26492.809999999998,0.6,1.14
1-RUR-0420-4617390,7,0.1147540983,61,1,22,0,34,0,2,5,1,4,207,0,1,65,0,30,60,250000,29000.0,0.0,0.3511773081604678,0.2380941379310345,0.06239307003125136,1,113.1922950819672,4,2,0,-6904.7300000000005,2.0,1.392
1-RUR-0000-3276344,2,0.0327868852,61,1,17,0,26,0,2,4,1,4,35,0,0,76,0,10,16,200000,23500.0,1.0,0.2325606557377049,0.2448336170212766,0.007143771384809593,1,94.3211475409836,11,1,1,17746.41,1.6,1.41
1-RUR-6560-4823358,7,0.1891891891,37,1,33,1,34,0,2,2,1,3,20,0,1,32,0,70,132,265000,30984.0,0.0,0.4884875549048316,0.3697621352956365,0.1120014581959795,1,309.64081081081076,5,2,0,-11456.710000000001,1.8857142857142857,1.4030490566037737
1-RUR-4510-3429321,4,0.1666666666,24,0,25,0,26,1,0,5,0,4,116,0,1,3,0,36,18,200000,58500.0,0.0,0.5784708989984997,0.18075589743589746,0.07113406694234443,1,440.5925,12,1,0,-10574.220000000001,0.5,3.51
1-RUR-4520-3892962,3,0.081081081,37,1,22,0,32,0,0,5,1,4,18,0,1,78,0,8,28,180000,31000.0,1.0,0.4464943661971831,0.2278035483870968,0.017927455569027296,1,190.86243243243243,2,2,0,23938.09,3.5,2.066666666666667
1-RUR-4510-3429321,10,0.41666666659999996,24,0,41,1,26,1,0,5,0,4,116,0,1,3,0,36,18,200000,58500.0,0.0,0.6635679354527505,0.18075589743589746,0.4724723502823244,1,440.5925,12,1,0,-10574.220000000001,0.5,3.51
1-RUR-0000-3537028,12,0.19672131140000002,61,1,23,0,48,0,0,3,0,4,31,0,0,9,0,31,252,380000,32000.0,1.0,0.336425991020616,0.3416196875,0.11960864604198379,1,179.21032786885246,3,3,1,21068.17,8.129032258064516,1.0105263157894737
1-RUR-4500-3346227,9,0.2,45,0,58,1,31,0,2,3,0,3,166,0,1,1,0,10,87,300000,30000.0,1.0,0.4409307462443466,0.3438793333333333,0.14082972545932657,1,229.25288888888886,10,2,0,19683.620000000003,8.7,1.2
1-RUR-0000-3525853,7,0.38888888880000005,18,1,86,2,24,0,2,2,0,4,12,0,0,45,0,12,0,100000,26013.0,1.0,0.6257728070175439,0.25641832929689,0.3267771084776944,1,370.5672222222222,5,1,0,19342.79,0.0,3.12156
1-RUR-0000-4360990,4,0.0655737704,61,1,24,0,24,0,0,5,1,4,16,0,0,45,0,16,12,240000,27000.0,1.0,0.2735069444444445,0.2557151851851852,0.016684211462409046,1,113.18540983606557,4,1,0,20095.69,0.75,1.35
1-RUR-4510-3690265,7,0.1891891891,37,1,29,0,23,0,2,2,0,4,28,0,1,34,0,6,9,350000,48000.0,1.0,0.5024874820143884,0.2860729166666667,0.11083914943495987,1,371.1216216216216,3,1,0,34268.5,1.5,1.6457142857142857
1-RUR-0000-3708773,9,0.1764705882,51,0,21,0,27,0,2,5,0,4,9,0,0,64,0,8,20,100000,50000.0,1.0,0.390557394330716,0.0636464,0.11206551044474168,1,62.39843137254902,9,2,0,46817.68,2.5,6.0
1-RUR-4500-3697026,5,0.1020408163,49,0,21,0,24,0,4,2,0,4,2,0,0,22,0,12,6,250000,25000.0,0.0,0.38864274239990293,0.32601840000000004,0.05406284094980169,1,166.33591836734695,11,1,0,-8150.460000000001,0.5,1.2
1-RUR-0000-3589626,9,0.2571428571,35,0,17,0,25,1,0,4,0,4,66,0,1,36,0,12,1,65000,11190.0,1.0,0.5171528884327653,0.2323628239499553,0.17274137677607093,1,74.28971428571428,6,1,0,8589.86,0.08333333333333333,2.0658461538461537
1-RUR-4510-3172758,2,0.0327868852,61,0,0,0,46,1,0,2,0,3,269,0,1,12,0,21,36,150000,43480.0,1.0,0.3724395282201639,0.10352989880404782,0.011304769232387317,1,73.79475409836064,7,3,0,38978.520000000004,1.7142857142857142,3.4784
1-RUR-0000-4733405,4,0.0655737704,61,1,6,0,36,0,3,4,0,4,37,0,0,33,0,10,24,300000,40000.0,0.0,0.30291059497781186,0.21575975,0.027181235549988657,1,141.48180327868852,4,2,0,-8630.39,2.4,1.6
1-RUR-0000-4733405,5,0.08196721309999999,61,1,6,0,36,0,3,4,0,4,37,0,0,33,0,10,24,300000,40000.0,0.0,0.3028609034030215,0.21575975,0.027181235549988657,1,141.48180327868852,4,2,0,-8630.39,2.4,1.6
1-RUR-4520-4230051,6,0.5,12,0,38,1,28,0,2,5,1,4,49,0,0,35,0,8,12,50000,50000.0,0.0,0.7768029751695174,0.0945596,0.6331180665972485,1,393.9983333333333,4,2,0,-4727.98,1.5,12.0
1-RUR-4200-3457934,8,0.47058823520000004,17,0,26,0,48,1,0,2,0,3,262,0,1,33,0,8,24,35000,15000.0,1.0,0.7438528527704196,0.16326266666666667,0.5914248572957633,1,144.05529411764707,8,3,0,12551.06,3.0,5.142857142857143
1-RUR-0000-3087342,4,0.11764705880000001,34,0,25,0,27,1,2,3,1,4,126,0,1,55,0,60,0,450000,60000.0,0.0,0.6275978723328914,0.3155868333333333,0.08088619695795632,1,556.9179411764705,15,2,0,-18935.21,0.0,1.6
1-RUR-0000-4000355,2,0.1538461538,13,1,6,0,26,0,3,5,1,4,34,0,0,7,0,28,24,130000,35000.0,0.0,0.0,0.3272968571428571,0.0,1,881.1838461538462,2,1,1,-11455.39,0.8571428571428571,3.230769230769231
1-RUR-4500-3430340,14,0.5833333333,24,1,25,0,24,0,2,2,0,4,32,0,0,34,0,3,11,250000,68970.0,1.0,0.7209899033072109,0.1880461070030448,0.9535505077199629,1,540.3975,7,1,0,56000.46,3.6666666666666665,3.31056
1-RUR-0000-3687692,5,0.294117647,17,0,17,0,23,0,2,2,0,3,76,0,1,37,0,17,0,50000,25000.0,1.0,0.7165866388308977,0.1399396,0.25936178063680887,1,205.7935294117647,10,1,0,21501.510000000002,0.0,6.0
1-RUR-0420-4617390,4,0.0655737704,61,0,0,0,34,0,2,5,1,4,207,0,1,65,0,30,60,250000,29000.0,0.0,0.33833113707999674,0.2380941379310345,0.028845705902561893,1,113.1922950819672,4,2,0,-6904.7300000000005,2.0,1.392
1-RUR-0000-3227539,14,0.22950819670000003,61,1,10,0,39,0,2,3,0,4,114,0,1,53,0,21,36,450000,84000.0,0.0,0.3396739338175988,0.15411404761904762,0.1331404241080926,1,212.22262295081967,4,2,0,-12945.58,1.7142857142857142,2.24
1-RUR-4500-3737948,3,0.0491803278,61,0,5,0,41,1,4,3,1,3,470,0,1,73,0,21,24,600000,100000.0,1.0,0.3363231084736758,0.1657135,0.019117125518290857,1,271.66147540983604,7,3,0,83428.65,1.1428571428571428,2.0
1-RUR-0000-3204772,1,0.033333333300000004,30,0,0,0,51,1,0,5,0,4,22,0,1,70,0,303,24,70000,30000.0,1.0,0.0,0.107297,0.0,1,107.297,2,4,1,26781.09,0.07920792079207921,5.142857142857143
1-RUR-4510-3674596,8,0.1311475409,61,0,3,0,49,0,2,5,2,4,36,0,0,33,0,36,180,450000,60000.0,1.0,0.3000071098914806,0.21575966666666666,0.05646592003331008,1,212.22262295081967,4,3,0,47054.42,5.0,1.6
1-RUR-0000-3697971,10,0.16393442619999998,61,0,3,0,26,1,2,5,1,4,7,0,1,28,0,6,18,300000,35000.0,0.0,0.33173600455734903,0.2465825714285714,0.09438322039116102,1,141.48180327868852,2,1,0,-8630.39,3.0,1.4
1-RUR-4500-3611320,8,0.1311475409,61,0,4,0,33,1,2,5,2,4,44,0,1,56,0,36,13,450000,50000.0,0.0,0.41672945054945054,0.2589116,0.09202727383457648,1,212.22262295081967,6,2,0,-12945.580000000002,0.3611111111111111,1.3333333333333333
1-RUR-4500-3611320,7,0.1147540983,61,0,0,0,33,1,2,5,2,4,44,0,1,56,0,36,13,450000,50000.0,0.0,0.41672945054945054,0.2589116,0.09202727383457648,1,212.22262295081967,6,2,0,-12945.580000000002,0.3611111111111111,1.3333333333333333
1-RUR-4500-3658261,2,0.0327868852,61,0,0,0,31,1,2,5,0,4,23,0,0,99,0,14,57,420000,45000.0,1.0,0.27067355371900825,0.2685011111111111,0.007859262441468121,1,198.0745901639344,6,2,0,32917.45,4.071428571428571,1.2857142857142858
1-RUR-0000-4264465,1,0.0416666666,24,0,0,0,30,1,0,5,1,4,98,0,1,49,0,40,14,65000,18000.0,0.0,0.0,0.18733777777777774,0.0,1,140.50333333333333,8,2,1,-3372.0799999999995,0.35,3.3230769230769233
1-RUR-4510-3893305,4,0.1081081081,37,0,0,0,38,0,2,3,0,4,22,0,0,39,0,22,38,350000,55724.0,1.0,0.4968209606986899,0.2464198549996411,0.06214765518557097,1,371.1216216216216,3,2,0,41992.5,1.7272727272727273,1.910537142857143
1-RUR-0000-4156138,7,0.1147540983,61,0,11,0,23,1,3,2,0,4,78,0,1,39,0,39,0,300000,34700.0,1.0,0.3141686279715976,0.24871440922190197,0.057738749813361606,1,141.48180327868852,6,1,0,26069.61,0.0,1.388
1-RUR-9250-5755210,2,0.054054054000000004,37,0,0,0,33,0,1,2,0,3,152,0,1,72,0,16,26,200000,29642.0,1.0,0.4061019871207491,0.2916999527697186,0.017886816075486485,1,233.69108108108108,1,2,0,20995.43,1.625,1.77852
1-RUR-0000-3612823,1,0.0204081632,49,0,0,0,27,0,0,5,1,4,118,0,1,77,0,19,24,190000,24000.0,1.0,0.0,0.2580979166666667,0.0,1,126.41530612244898,6,2,1,17805.649999999998,1.263157894736842,1.5157894736842106
1-RUR-4510-3434161,1,0.0163934426,61,1,0,0,27,0,0,5,1,4,119,0,1,49,0,46,25,400000,66000.0,1.0,0.0,0.17435136363636364,0.0,1,188.64245901639345,2,2,1,54492.81,0.5434782608695652,1.98
1-RUR-0000-3472772,4,0.2666666666,15,0,2,0,27,0,2,2,1,4,43,0,1,73,0,35,30,400000,50000.0,0.0,0.5027960484384959,0.3138628,0.04106409659867182,0,1046.2093333333332,2,2,0,-15693.14,0.8571428571428571,1.5
1-RUR-4500-4376197,4,0.0655737704,61,1,8,0,44,1,2,3,1,4,119,0,1,65,0,83,9,350000,46217.8,1.0,0.3113629534628669,0.21785524191977984,0.027906908948705383,1,165.062131147541,3,3,0,36149.01,0.10843373493975904,1.584610285714286
1-RUR-0000-4979363,1,0.0454545454,22,0,0,0,37,1,0,4,1,4,31,0,0,84,0,10,60,71500,23686.0,1.0,0.0,0.18302583804779196,0.0,1,197.0522727272727,5,2,1,19350.85,6.0,3.9752727272727273
1-RUR-0130-4000641,2,0.0327868852,61,0,6,0,23,0,0,2,0,4,37,0,1,37,0,7,11,292000,24180.0,1.0,0.0,0.3474048800661704,0.0,1,137.70901639344262,3,1,1,15779.75,1.5714285714285714,0.9936986301369863
1-RUR-0000-3321798,8,0.1311475409,61,0,1,0,28,0,2,5,1,4,84,0,1,40,0,12,18,300000,36000.0,1.0,0.3272609054949355,0.2301575,0.07272875699378921,1,135.83065573770492,3,2,0,27714.33,1.5,1.44
1-RUR-0000-5503000,1,0.0555555555,18,0,0,0,47,1,3,5,0,4,322,0,0,18,0,287,48,60000,16317.0,1.0,0.0,0.2599822271250843,0.050518378188717225,1,235.67388888888888,1,3,1,12074.869999999999,0.1672473867595819,3.2634
1-RUR-0000-3387613,12,0.2790697674,43,0,0,0,55,0,3,4,0,4,43,0,0,57,0,124,4,450000,45000.0,0.0,0.4822522998660689,0.3541728888888889,0.2312951558297937,1,370.6460465116279,3,4,0,-15937.780000000002,0.03225806451612903,1.2
1-RUR-0000-3594586,12,0.19672131140000002,61,1,7,0,25,0,2,5,0,4,213,0,1,34,0,57,0,100000,13000.0,1.0,0.3360804101244305,0.2212923076923077,0.12031650285585482,1,47.16065573770492,2,1,0,10123.2,0.0,1.56
1-RUR-0000-4168487,8,0.3333333333,24,0,11,0,27,0,2,3,0,4,2,0,0,71,0,10,30,100000,35000.0,0.0,0.6552677143042912,0.1510602857142857,0.3243229928428288,1,220.29625,5,2,0,-5287.11,3.0,4.2
1-RUR-0000-3314062,15,0.4054054054,37,0,2,0,31,1,2,2,0,4,175,0,1,19,0,9,21,140000,28750.0,1.0,0.5542603960797371,0.19104695652173914,0.44031499268897406,1,148.44864864864866,2,2,0,23257.4,2.3333333333333335,2.4642857142857144
1-RUR-4520-3245063,9,0.24324324320000001,37,0,0,0,36,1,2,5,1,4,97,0,0,49,0,16,1,300000,53000.0,1.0,0.5540103260869564,0.21617245283018865,0.20466905632851803,1,309.6524324324324,9,2,0,41542.86,0.0625,2.12
1-RUR-4510-3538142,5,0.41666666659999996,12,0,11,0,24,1,0,2,0,4,33,0,1,35,0,14,48,40000,18000.0,1.0,0.8092092921716179,0.2079877777777778,0.4482447997149855,1,311.9816666666667,8,1,0,14256.22,3.4285714285714284,5.4
1-RUR-0000-3109197,4,0.1081081081,37,0,2,0,38,0,2,5,1,4,211,0,0,23,0,46,38,300000,80000.0,0.0,0.627408190922211,0.153507375,0.07400426379692726,1,331.90783783783786,14,2,0,-12280.59,0.8260869565217391,3.2
1-RUR-0000-3500911,10,0.2777777777,36,0,0,0,26,1,2,5,0,4,29,0,0,60,0,11,4,75000,19500.0,1.0,0.5409266131999553,0.1538548717948718,0.24199122655261246,1,83.33805555555556,1,1,0,16499.829999999998,0.36363636363636365,3.12
1-RUR-0000-4678549,5,0.08196721309999999,61,0,0,0,24,0,2,2,0,4,95,0,1,38,0,10,6,150000,17032.0,1.0,0.32881640839002874,0.2432386096759042,0.037701709291027785,1,67.91540983606558,1,1,0,12889.16,0.6,1.36256
1-RUR-0000-3503056,7,0.1666666666,42,0,11,0,25,0,2,4,0,4,20,0,0,42,0,10,0,300000,27000.0,0.0,0.4610557571687646,0.39968777777777775,0.11134935145440432,1,256.94214285714287,8,1,0,-10791.57,0.0,1.08
1-RUR-0000-4758337,3,0.125,24,0,0,0,23,0,3,2,0,4,87,0,0,40,0,23,15,150000,21000.0,1.0,0.6648150358304836,0.3670404761904762,0.07334126549487405,1,321.16041666666666,1,1,0,13292.15,0.6521739130434783,1.68
1-RUR-4510-3632714,9,0.24324324320000001,37,0,3,0,50,1,2,5,0,4,37,0,0,60,0,20,24,300000,65000.0,1.0,0.5218748509262484,0.18107476923076926,0.19683633064489997,1,318.10432432432435,7,4,0,53230.14,1.2,2.6
1-RUR-4520-3245063,18,0.48648648640000003,37,0,9,0,36,1,2,5,1,4,97,0,0,49,0,16,1,300000,53000.0,1.0,0.5960086507072905,0.21617245283018865,0.5751867344572976,1,309.6524324324324,9,2,0,41542.86,0.0625,2.12
1-RUR-0000-4172266,4,0.0655737704,61,0,0,0,28,1,2,5,0,4,4,0,1,42,0,132,60,185000,17500.0,1.0,0.30693776609065865,0.3041182857142857,0.02722085286058261,1,87.24704918032786,4,2,0,12177.93,0.45454545454545453,1.135135135135135
1-RUR-0000-4044562,2,0.11764705880000001,17,0,0,0,30,1,2,5,1,4,167,0,1,101,0,30,48,46000,16950.0,1.0,0.7001863643422892,0.18988849557522125,0.05153072004117485,1,189.33,8,2,0,13731.39,1.6,4.421739130434783
1-RUR-0000-3493927,9,0.25,36,0,11,0,30,0,2,2,0,4,158,0,1,64,0,16,26,70000,17525.0,1.0,0.5271360675937334,0.15978031383737518,0.2064522444046969,1,77.78194444444445,4,2,0,14724.85,1.625,3.0042857142857144
1-RUR-0000-3929787,3,0.1,30,0,3,0,31,0,0,5,0,4,41,0,1,74,0,5,12,65000,16000.0,1.0,0.5490661122605485,0.17726,0.053189982831693114,1,94.53866666666666,7,2,0,13163.84,2.4,2.953846153846154
1-RUR-0000-3227438,13,0.7647058823,17,0,2,0,35,1,0,2,0,3,228,0,1,56,0,47,60,50000,16000.0,1.0,0.8660440030173497,0.22195625,2.2138984395237515,1,208.9,7,2,0,12448.7,1.2765957446808511,3.84
1-RUR-4200-2966043,14,0.2857142857,49,0,5,0,38,0,2,5,2,4,53,0,1,64,0,81,0,100000,19700.0,1.0,0.5536902124660156,0.1729761421319797,0.2819656533198231,1,69.54346938775511,12,2,0,16292.369999999999,0.0,2.364
1-RUR-0420-3999586,1,0.022222222200000002,45,1,0,0,33,1,2,3,2,4,170,0,1,87,0,63,36,100000,25000.0,1.0,0.0,0.1375516,0.0,1,76.41755555555555,2,2,1,21561.21,0.5714285714285714,3.0
1-RUR-0000-3322217,5,0.20833333329999998,24,0,1,0,23,0,2,5,1,4,80,0,1,41,0,30,8,200000,40000.0,0.0,0.6282429622586284,0.2643555,0.15507786668668802,1,440.5925,2,1,0,-10574.220000000001,0.26666666666666666,2.4
1-RUR-0000-3503056,11,0.2619047619,42,1,13,0,25,0,2,4,0,4,20,0,0,42,0,10,0,300000,27000.0,0.0,0.4775579053744737,0.39968777777777775,0.1841381380567818,1,256.94214285714287,8,1,0,-10791.57,0.0,1.08
1-RUR-0000-4044562,9,0.5294117647,17,0,10,0,30,1,2,5,1,4,167,0,1,101,0,30,48,46000,16950.0,1.0,0.7452868995633187,0.18988849557522125,0.5898839141983144,1,189.33,8,2,0,13731.39,1.6,4.421739130434783
1-RUR-9600-5128506,5,0.1351351351,37,0,5,0,25,1,2,5,1,4,30,0,0,61,0,28,12,200000,45000.0,0.0,0.4687359741140859,0.1898208888888889,0.08794164096087224,1,230.86324324324326,3,1,0,-8541.94,0.42857142857142855,2.7
1-RUR-3600-3604256,13,0.213114754,61,0,1,0,29,1,0,2,0,4,154,0,1,54,0,18,12,200000,23000.0,0.0,0.3402620625795993,0.2501560869565217,0.13378003510863257,1,94.3211475409836,2,2,0,-5753.589999999999,0.6666666666666666,1.38
1-RUR-4510-3632714,10,0.2702702702,37,0,3,0,50,1,2,5,0,4,37,0,0,60,0,20,24,300000,65000.0,1.0,0.5233709343861628,0.18107476923076926,0.22787874122192586,1,318.10432432432435,7,4,0,53230.14,1.2,2.6
1-RUR-4520-3197622,10,0.41666666659999996,24,0,0,0,26,0,2,5,0,4,74,0,0,31,0,100,0,70000,43000.0,1.0,0.8001350788834931,0.08840720930232558,0.5357498430730112,1,158.39625,2,1,0,39198.49,0.0,7.371428571428571
1-RUR-0000-4264465,4,0.1666666666,24,0,14,0,30,1,0,5,1,4,98,0,1,49,0,40,14,65000,18000.0,0.0,0.6361553302079281,0.18733777777777774,0.11379449898707925,1,140.50333333333333,8,2,0,-3372.0799999999995,0.35,3.3230769230769233
1-RUR-4520-3298271,8,0.1311475409,61,0,0,0,27,0,2,2,0,4,130,0,1,48,0,6,13,450000,70000.0,0.0,0.3175728422210006,0.18493685714285715,0.06858727419415163,1,212.22262295081967,1,2,0,-12945.58,2.1666666666666665,1.8666666666666667
1-RUR-0000-3393454,11,0.4583333333,24,0,6,0,27,0,2,5,0,4,243,0,1,74,0,19,9,65000,12000.0,1.0,0.667297072468405,0.286385,0.4724661292341598,1,143.1925,11,2,0,8563.380000000001,0.47368421052631576,2.2153846153846155
1-RUR-0000-4362003,3,0.061224489699999995,49,0,0,0,30,1,2,5,0,4,15,0,0,21,0,95,0,150000,15000.0,1.0,0.3705511247443761,0.3260186666666666,0.024758087033849203,1,99.80163265306122,5,2,0,10109.720000000001,0.0,1.2
1-RUR-0000-3277263,16,0.4324324324,37,0,11,0,30,0,0,3,0,4,89,0,1,70,0,24,24,200000,28500.0,1.0,0.5624683627586844,0.27531824561403506,0.49729278235254787,1,212.06945945945944,3,2,0,20653.43,1.0,1.71
1-RUR-0000-3682028,7,0.1147540983,61,1,3,0,33,1,0,2,2,3,197,0,1,85,0,24,36,100000,45000.0,1.0,0.3084921715452689,0.0639288888888889,0.0474686610469973,1,47.16065573770492,3,2,0,42123.2,1.5,5.4
1-RUR-0000-3346389,14,0.22950819670000003,61,1,4,0,28,0,4,2,0,4,149,0,1,71,0,5,24,150000,22600.0,1.0,0.3412257986267004,0.19093761061946898,0.14717155675310073,1,70.74081967213114,5,2,0,18284.81,4.8,1.808
1-RUR-0000-3113558,3,0.0833333333,36,1,3,0,46,1,3,2,0,3,225,0,1,9,0,283,24,130000,15469.0,1.0,0.5645728929066334,0.3465977115521365,0.023840600896701057,1,148.93111111111114,5,3,0,10107.48,0.08480565371024736,1.4279076923076923
1-RUR-0000-3693564,6,0.09836065570000001,61,0,0,0,32,1,0,5,2,4,105,0,1,66,0,5,60,250000,20340.0,1.0,0.3465220942153643,0.3394655850540806,0.0502665995686345,1,113.1922950819672,1,2,0,13435.27,12.0,0.97632
1-RUR-0000-4647205,4,0.0655737704,61,0,3,0,34,0,0,5,0,4,166,0,1,59,0,33,3,150000,16415.0,1.0,0.2997504909426552,0.26288090161437705,0.0271981525841224,1,70.74081967213114,2,2,0,12099.810000000001,0.09090909090909091,1.3132
1-RUR-0000-3594705,13,0.213114754,61,1,1,0,39,1,0,5,1,4,67,0,1,67,0,113,14,200000,23986.0,1.0,0.3401912858048112,0.2398728424914533,0.1337523341834775,1,94.3211475409836,2,2,0,18232.41,0.12389380530973451,1.43916
1-RUR-0000-4437727,7,0.1891891891,37,0,10,0,26,0,0,2,0,3,202,0,1,40,0,7,6,150000,18000.0,0.0,0.5142833676393542,0.3269405555555556,0.13935487445557676,1,159.05216216216218,6,1,0,-5884.930000000001,0.8571428571428571,1.44
1-RUR-0000-4237360,6,0.09836065570000001,61,0,0,0,23,1,3,5,1,4,86,0,1,35,0,7,24,200000,27000.0,0.0,0.3145850132072849,0.21309592592592594,0.04740140758180362,1,94.3211475409836,3,1,0,-5753.59,3.4285714285714284,1.62
1-RUR-0000-3277205,2,0.0327868852,61,0,22,0,26,0,2,5,0,4,25,0,0,49,0,20,36,250000,27000.0,1.0,0.20531125586872387,0.26637,0.005949223948399794,1,117.90147540983607,15,1,1,19808.010000000002,1.8,1.296
1-RUR-0000-3570812,7,0.1147540983,61,0,21,0,31,0,2,5,0,4,45,0,1,58,0,61,23,500000,45000.0,1.0,0.3188533881911398,0.319644,0.05852968406212714,1,235.80295081967213,6,2,1,30616.02,0.3770491803278688,1.08
1-RUR-0000-4440705,7,0.1891891891,37,0,30,1,46,1,0,3,0,4,231,0,1,9,0,5,12,150000,30000.0,0.0,0.5012250221427397,0.19616433333333333,0.13935487445557676,1,159.05216216216218,7,3,0,-5884.93,2.4,2.4
1-RUR-0000-3901087,3,0.0491803278,61,1,21,0,48,0,3,1,0,4,336,0,1,31,0,124,24,180000,26000.0,1.0,0.26992884615384616,0.1991626923076923,0.007859230241233863,1,84.88901639344262,2,3,0,20821.77,0.1935483870967742,1.7333333333333334
1-RUR-4510-3256587,17,0.2786885245,61,0,22,0,27,1,0,5,0,4,31,0,0,68,0,12,48,300000,36070.0,0.20792902689215412,0.3542242423516968,0.2392678125866371,0.1958086428743796,1,141.48180327868852,16,2,0,-1130.3900000000003,4.0,1.4428
1-RUR-4510-3429321,14,0.5833333333,24,1,41,1,26,1,0,5,0,4,116,0,1,3,0,36,18,200000,58500.0,0.0,0.6946809974742256,0.18075589743589746,0.9353908473431439,1,440.5925,12,1,0,-10574.220000000001,0.5,3.51
1-RUR-4520-3431771,8,0.2162162162,37,1,64,1,30,0,2,2,0,3,156,0,1,54,0,57,44,100000,35000.0,1.0,0.4709327925840093,0.112094,0.13885423292188429,1,106.03486486486486,7,2,0,31076.71,0.7719298245614035,4.2
1-RUR-0000-4412993,6,0.1714285714,35,0,58,1,49,1,0,5,0,4,181,0,1,55,0,299,8,65000,12700.0,1.0,0.4821851354977194,0.2047354330708661,0.06552154243197074,1,74.28971428571428,5,3,0,10099.86,0.026755852842809364,2.3446153846153845
1-RUR-0000-4632794,2,0.11764705880000001,17,0,23,0,25,1,2,2,0,4,5,0,1,52,0,24,24,60000,29000.0,0.0,0.48107,0.14476517241379308,0.024646330510945013,1,246.95235294117646,7,1,0,-4198.19,1.0,5.8
1-RUR-4510-3491303,5,0.08196721309999999,61,0,34,1,28,0,3,4,0,4,63,0,0,78,0,6,6,269000,23000.0,0.0,0.3013831658937654,0.33646,0.03751379905543669,1,126.86196721311475,9,2,1,-7738.58,1.0,1.0260223048327137
1-RUR-0000-3610512,13,0.7647058823,17,0,40,1,51,1,0,1,0,3,239,0,1,65,0,43,42,40000,14300.0,1.0,0.7642478015075377,0.19571958041958046,1.5532430974668636,1,164.63470588235293,5,4,0,11501.21,0.9767441860465116,4.29
1-RUR-4510-3491303,8,0.1311475409,61,0,34,1,28,0,3,4,0,4,63,0,0,78,0,6,6,269000,23000.0,0.0,0.30835845230863523,0.33646,0.06799834281431205,1,126.86196721311475,9,2,1,-7738.58,1.0,1.0260223048327137
